x;y;z;rho_b
63;47;50;0.0106615
35;48;50;0.00506781
36;48;50;0.0359859
37;48;50;0.156601
38;48;50;0.337897
39;48;50;0.45605
40;48;50;0.497912
41;48;50;0.506
42;48;50;0.507002
43;48;50;0.507102
44;48;50;0.507106
45;48;50;0.507108
46;48;50;0.507109
47;48;50;0.507109
48;48;50;0.507109
49;48;50;0.50711
50;48;50;0.50711
51;48;50;0.50711
52;48;50;0.507111
53;48;50;0.507111
54;48;50;0.507109
55;48;50;0.507108
56;48;50;0.507078
57;48;50;0.50675
58;48;50;0.503687
59;48;50;0.483381
60;48;50;0.406606
61;48;50;0.246149
62;48;50;0.0801092
63;48;50;0.0135466
35;49;50;0.00561302
36;49;50;0.0396435
37;49;50;0.167194
38;49;50;0.348405
39;49;50;0.461217
40;49;50;0.499295
41;49;50;0.506214
42;49;50;0.507019
43;49;50;0.507102
44;49;50;0.507107
45;49;50;0.507111
46;49;50;0.507109
47;49;50;0.507109
48;49;50;0.50711
49;49;50;0.50711
50;49;50;0.50711
51;49;50;0.50711
52;49;50;0.50711
53;49;50;0.507112
54;49;50;0.507111
55;49;50;0.507109
56;49;50;0.507087
57;49;50;0.506835
58;49;50;0.504275
59;49;50;0.486345
60;49;50;0.414629
61;49;50;0.25812
62;49;50;0.0871811
63;49;50;0.0150011
35;50;50;0.00541791
36;50;50;0.0383404
37;50;50;0.163481
38;50;50;0.344821
39;50;50;0.459475
40;50;50;0.498829
41;50;50;0.506148
42;50;50;0.507013
43;50;50;0.5071
44;50;50;0.507107
45;50;50;0.507111
46;50;50;0.50711
47;50;50;0.507109
48;50;50;0.50711
49;50;50;0.50711
50;50;50;0.507111
51;50;50;0.507111
52;50;50;0.507111
53;50;50;0.507111
54;50;50;0.507111
55;50;50;0.507111
56;50;50;0.507083
57;50;50;0.5068
58;50;50;0.504079
59;50;50;0.485368
60;50;50;0.411918
61;50;50;0.254005
62;50;50;0.0846872
63;50;50;0.0144823
36;51;50;0.0325186
37;51;50;0.145955
38;51;50;0.326609
39;51;50;0.450297
40;51;50;0.496272
41;51;50;0.505739
42;51;50;0.506975
43;51;50;0.507097
44;51;50;0.507107
45;51;50;0.507107
46;51;50;0.50711
47;51;50;0.50711
48;51;50;0.50711
49;51;50;0.50711
50;51;50;0.507111
51;51;50;0.50711
52;51;50;0.507111
53;51;50;0.507111
54;51;50;0.507109
55;51;50;0.507107
56;51;50;0.507064
57;51;50;0.506649
58;51;50;0.50303
59;51;50;0.479982
60;51;50;0.397829
61;51;50;0.233804
62;51;50;0.0732982
63;51;50;0.0121917
36;52;50;0.0240778
37;52;50;0.117056
38;52;50;0.292024
39;52;50;0.430978
40;52;50;0.490103
41;52;50;0.504658
42;52;50;0.506809
43;52;50;0.507066
44;52;50;0.507107
45;52;50;0.507107
46;52;50;0.507107
47;52;50;0.50711
48;52;50;0.507111
49;52;50;0.50711
50;52;50;0.507111
51;52;50;0.507111
52;52;50;0.50711
53;52;50;0.507109
54;52;50;0.507112
55;52;50;0.507103
56;52;50;0.50701
57;52;50;0.506206
58;52;50;0.50024
59;52;50;0.468113
60;52;50;0.369736
61;52;50;0.198296
62;52;50;0.0559347
63;52;50;0.0089389
36;53;50;0.0154872
37;53;50;0.0824624
38;53;50;0.240042
39;53;50;0.39645
40;53;50;0.47694
41;53;50;0.501688
42;53;50;0.506353
43;53;50;0.506991
44;53;50;0.507091
45;53;50;0.507113
46;53;50;0.507106
47;53;50;0.507108
48;53;50;0.507111
49;53;50;0.507112
50;53;50;0.507111
51;53;50;0.507111
52;53;50;0.507109
53;53;50;0.507113
54;53;50;0.507108
55;53;50;0.507059
56;53;50;0.50682
57;53;50;0.505019
58;53;50;0.493339
59;53;50;0.445189
60;53;50;0.323961
61;53;50;0.150696
62;53;50;0.0371003
63;53;50;0.00570955
36;54;50;0.0086317
37;54;50;0.0498061
38;54;50;0.174301
39;54;50;0.340494
40;54;50;0.45018
41;54;50;0.493574
42;54;50;0.504773
43;54;50;0.506739
44;54;50;0.507024
45;54;50;0.507094
46;54;50;0.507111
47;54;50;0.507108
48;54;50;0.507109
49;54;50;0.507111
50;54;50;0.507111
51;54;50;0.507109
52;54;50;0.507112
53;54;50;0.507108
54;54;50;0.507064
55;54;50;0.506942
56;54;50;0.506156
57;54;50;0.501136
58;54;50;0.477529
59;54;50;0.403564
60;54;50;0.257431
61;54;50;0.0988236
62;54;50;0.0211417
37;55;50;0.0253455
38;55;50;0.106418
39;55;50;0.259482
40;55;50;0.399332
41;55;50;0.473023
42;55;50;0.498889
43;55;50;0.505515
44;55;50;0.50679
45;55;50;0.50701
46;55;50;0.507083
47;55;50;0.507104
48;55;50;0.507108
49;55;50;0.507109
50;55;50;0.507111
51;55;50;0.507107
52;55;50;0.507103
53;55;50;0.507059
54;55;50;0.506942
55;55;50;0.506407
56;55;50;0.503346
57;55;50;0.489506
58;55;50;0.443154
59;55;50;0.334699
60;55;50;0.175785
61;55;50;0.0541649
62;55;50;0.0103345
37;56;50;0.0108722
38;56;50;0.0524515
39;56;50;0.163571
40;56;50;0.31417
41;56;50;0.426032
42;56;50;0.480335
43;56;50;0.499684
44;56;50;0.505286
45;56;50;0.506616
46;56;50;0.506938
47;56;50;0.507045
48;56;50;0.507078
49;56;50;0.507087
50;56;50;0.507083
51;56;50;0.507064
52;56;50;0.50701
53;56;50;0.50682
54;56;50;0.506156
55;56;50;0.503346
56;56;50;0.492531
57;56;50;0.4585
58;56;50;0.376078
59;56;50;0.237216
60;56;50;0.0970989
61;56;50;0.0244055
38;57;50;0.0206862
39;57;50;0.0795114
40;57;50;0.200091
41;57;50;0.336282
42;57;50;0.43069
43;57;50;0.477964
44;57;50;0.496978
45;57;50;0.503698
46;57;50;0.505773
47;57;50;0.506484
48;57;50;0.50675
49;57;50;0.506835
50;57;50;0.5068
51;57;50;0.506649
52;57;50;0.506206
53;57;50;0.505019
54;57;50;0.501136
55;57;50;0.489506
56;57;50;0.4585
57;57;50;0.388746
58;57;50;0.269057
59;57;50;0.131803
60;57;50;0.0417934
61;57;50;0.00912923
38;58;50;0.00668807
39;58;50;0.0291241
40;58;50;0.0937443
41;58;50;0.20751
42;58;50;0.328768
43;58;50;0.415539
44;58;50;0.463936
45;58;50;0.487178
46;58;50;0.497621
47;58;50;0.501988
48;58;50;0.503687
49;58;50;0.504275
50;58;50;0.504079
51;58;50;0.50303
52;58;50;0.50024
53;58;50;0.493339
54;58;50;0.477529
55;58;50;0.443154
56;58;50;0.376078
57;58;50;0.269057
58;58;50;0.144772
59;58;50;0.0538516
60;58;50;0.0141229
39;59;50;0.00831908
40;59;50;0.0310943
41;59;50;0.088632
42;59;50;0.184688
43;59;50;0.290287
44;59;50;0.373779
45;59;50;0.427826
46;59;50;0.458708
47;59;50;0.475248
48;59;50;0.483381
49;59;50;0.486345
50;59;50;0.485368
51;59;50;0.479982
52;59;50;0.468113
53;59;50;0.445189
54;59;50;0.403564
55;59;50;0.334699
56;59;50;0.237216
57;59;50;0.131803
58;59;50;0.0538516
59;59;50;0.0162998
40;60;50;0.00771682
41;60;50;0.0253266
42;60;50;0.0664997
43;60;50;0.135699
44;60;50;0.218784
45;60;50;0.294016
46;60;50;0.349915
47;60;50;0.386063
48;60;50;0.406606
49;60;50;0.414629
50;60;50;0.411918
51;60;50;0.397829
52;60;50;0.369736
53;60;50;0.323961
54;60;50;0.257431
55;60;50;0.175785
56;60;50;0.0970989
57;60;50;0.0417934
58;60;50;0.0141229
41;61;50;0.00532541
42;61;50;0.0154553
43;61;50;0.0376747
44;61;50;0.0755547
45;61;50;0.125326
46;61;50;0.176173
47;61;50;0.21833
48;61;50;0.246149
49;61;50;0.25812
50;61;50;0.254005
51;61;50;0.233804
52;61;50;0.198296
53;61;50;0.150696
54;61;50;0.0988236
55;61;50;0.0541649
56;61;50;0.0244055
57;61;50;0.00912923
43;62;50;0.00691672
44;62;50;0.015207
45;62;50;0.0287614
46;62;50;0.0466415
47;62;50;0.0653203
48;62;50;0.0801092
49;62;50;0.0871811
50;62;50;0.0846872
51;62;50;0.0732982
52;62;50;0.0559347
53;62;50;0.0371003
54;62;50;0.0211417
55;62;50;0.0103345
46;63;50;0.00730823
47;63;50;0.0106615
48;63;50;0.0135466
49;63;50;0.0150011
50;63;50;0.0144823
51;63;50;0.0121917
52;63;50;0.0089389
53;63;50;0.00570955
44;36;51;0.00519249
45;36;51;0.00997438
46;36;51;0.0166576
47;36;51;0.0241624
48;36;51;0.0304894
49;36;51;0.0336458
50;36;51;0.0325186
51;36;51;0.0275174
52;36;51;0.0203107
53;36;51;0.0130235
54;36;51;0.00725377
42;37;51;0.00572319
43;37;51;0.0144283
44;37;51;0.0310715
45;37;51;0.0565964
46;37;51;0.0875593
47;37;51;0.117325
48;37;51;0.139415
49;37;51;0.149455
50;37;51;0.145955
51;37;51;0.129337
52;37;51;0.10262
53;37;51;0.0713251
54;37;51;0.0424514
55;37;51;0.0213867
56;37;51;0.00913834
41;38;51;0.0102865
42;38;51;0.0290778
43;38;51;0.0670336
44;38;51;0.124541
45;38;51;0.189801
46;38;51;0.248688
47;38;51;0.29241
48;38;51;0.31932
49;38;51;0.330483
50;38;51;0.326609
51;38;51;0.307578
52;38;51;0.271983
53;38;51;0.219959
54;38;51;0.156303
55;38;51;0.0929731
56;38;51;0.0448203
57;38;51;0.0174213
58;38;51;0.00561613
40;39;51;0.0137265
41;39;51;0.043214
42;39;51;0.105015
43;39;51;0.19382
44;39;51;0.284324
45;39;51;0.355377
46;39;51;0.402597
47;39;51;0.43127
48;39;51;0.446498
49;39;51;0.452229
50;39;51;0.450297
51;39;51;0.440019
52;39;51;0.41854
53;39;51;0.381078
54;39;51;0.321873
55;39;51;0.239394
56;39;51;0.146044
57;39;51;0.0687553
58;39;51;0.0246303
59;39;51;0.00698847
39;40;51;0.0137265
40;40;51;0.0490691
41;40;51;0.128394
42;40;51;0.240464
43;40;51;0.34484
44;40;51;0.41657
45;40;51;0.457905
46;40;51;0.479597
47;40;51;0.490193
48;40;51;0.495119
49;40;51;0.496851
50;40;51;0.496272
51;40;51;0.49312
52;40;51;0.485666
53;40;51;0.470299
54;40;51;0.439899
55;40;51;0.383925
56;40;51;0.294556
57;40;51;0.18109
58;40;51;0.0815209
59;40;51;0.0263211
60;40;51;0.00648076
38;41;51;0.0102865
39;41;51;0.043214
40;41;51;0.128394
41;41;51;0.256392
42;41;51;0.372271
43;41;51;0.444641
44;41;51;0.480725
45;41;51;0.496171
46;41;51;0.50235
47;41;51;0.504649
48;41;51;0.505547
49;41;51;0.505837
50;41;51;0.505739
51;41;51;0.505176
52;41;51;0.503781
53;41;51;0.499924
54;41;51;0.489858
55;41;51;0.465715
56;41;51;0.413032
57;41;51;0.317421
58;41;51;0.188298
59;41;51;0.0769278
60;41;51;0.0213741
37;42;51;0.00572319
38;42;51;0.0290778
39;42;51;0.105015
40;42;51;0.240464
41;42;51;0.372271
42;42;51;0.45256
43;42;51;0.488516
44;42;51;0.501299
45;42;51;0.505348
46;42;51;0.506439
47;42;51;0.506807
48;42;51;0.506936
49;42;51;0.506982
50;42;51;0.506975
51;42;51;0.506871
52;42;51;0.506659
53;42;51;0.506041
54;42;51;0.503897
55;42;51;0.49647
56;42;51;0.47422
57;42;51;0.418171
58;42;51;0.309601
59;42;51;0.166215
60;42;51;0.0571607
61;42;51;0.012995
37;43;51;0.0144283
38;43;51;0.0670336
39;43;51;0.19382
40;43;51;0.34484
41;43;51;0.444641
42;43;51;0.488516
43;43;51;0.502505
44;43;51;0.506043
45;43;51;0.506826
46;43;51;0.507017
47;43;51;0.50708
48;43;51;0.507093
49;43;51;0.507099
50;43;51;0.507097
51;43;51;0.507092
52;43;51;0.507063
53;43;51;0.506938
54;43;51;0.506575
55;43;51;0.504903
56;43;51;0.497475
57;43;51;0.471418
58;43;51;0.401552
59;43;51;0.270154
60;43;51;0.120047
61;43;51;0.0319528
62;43;51;0.00581063
36;44;51;0.00519249
37;44;51;0.0310715
38;44;51;0.124541
39;44;51;0.284324
40;44;51;0.41657
41;44;51;0.480725
42;44;51;0.501299
43;44;51;0.506043
44;44;51;0.506895
45;44;51;0.507047
46;44;51;0.507102
47;44;51;0.507099
48;44;51;0.507103
49;44;51;0.507109
50;44;51;0.507107
51;44;51;0.507103
52;44;51;0.507106
53;44;51;0.507085
54;44;51;0.506975
55;44;51;0.506658
56;44;51;0.504611
57;44;51;0.494072
58;44;51;0.455274
59;44;51;0.356921
60;44;51;0.198995
61;44;51;0.0652013
62;44;51;0.0127938
36;45;51;0.00997438
37;45;51;0.0565964
38;45;51;0.189801
39;45;51;0.355377
40;45;51;0.457905
41;45;51;0.496171
42;45;51;0.505348
43;45;51;0.506826
44;45;51;0.507047
45;45;51;0.507101
46;45;51;0.507105
47;45;51;0.507102
48;45;51;0.507107
49;45;51;0.507108
50;45;51;0.507107
51;45;51;0.507104
52;45;51;0.507105
53;45;51;0.507107
54;45;51;0.507083
55;45;51;0.506969
56;45;51;0.50638
57;45;51;0.502445
58;45;51;0.482349
59;45;51;0.414964
60;45;51;0.274213
61;45;51;0.110247
62;45;51;0.0243049
36;46;51;0.0166576
37;46;51;0.0875593
38;46;51;0.248688
39;46;51;0.402597
40;46;51;0.479597
41;46;51;0.50235
42;46;51;0.506439
43;46;51;0.507017
44;46;51;0.507102
45;46;51;0.507105
46;46;51;0.507106
47;46;51;0.507108
48;46;51;0.50711
49;46;51;0.50711
50;46;51;0.50711
51;46;51;0.507109
52;46;51;0.50711
53;46;51;0.507104
54;46;51;0.507104
55;46;51;0.507077
56;46;51;0.506852
57;46;51;0.505283
58;46;51;0.494702
59;46;51;0.449541
60;46;51;0.331814
61;46;51;0.158128
62;46;51;0.0396983
63;46;51;0.00614681
36;47;51;0.0241624
37;47;51;0.117325
38;47;51;0.29241
39;47;51;0.43127
40;47;51;0.490193
41;47;51;0.504649
42;47;51;0.506807
43;47;51;0.50708
44;47;51;0.507099
45;47;51;0.507102
46;47;51;0.507108
47;47;51;0.507109
48;47;51;0.50711
49;47;51;0.50711
50;47;51;0.50711
51;47;51;0.50711
52;47;51;0.507112
53;47;51;0.50711
54;47;51;0.507107
55;47;51;0.507107
56;47;51;0.507006
57;47;51;0.506228
58;47;51;0.500276
59;47;51;0.468234
60;47;51;0.370176
61;47;51;0.198623
62;47;51;0.0560944
63;47;51;0.00896798
36;48;51;0.0304894
37;48;51;0.139415
38;48;51;0.31932
39;48;51;0.446498
40;48;51;0.495119
41;48;51;0.505547
42;48;51;0.506936
43;48;51;0.507093
44;48;51;0.507103
45;48;51;0.507107
46;48;51;0.50711
47;48;51;0.50711
48;48;51;0.507108
49;48;51;0.50711
50;48;51;0.50711
51;48;51;0.50711
52;48;51;0.50711
53;48;51;0.507109
54;48;51;0.507107
55;48;51;0.507107
56;48;51;0.507062
57;48;51;0.506557
58;48;51;0.502546
59;48;51;0.47771
60;48;51;0.391965
61;48;51;0.226066
62;48;51;0.0692168
63;48;51;0.0113995
36;49;51;0.0336458
37;49;51;0.149455
38;49;51;0.330483
39;49;51;0.452229
40;49;51;0.496851
41;49;51;0.505837
42;49;51;0.506982
43;49;51;0.507099
44;49;51;0.507109
45;49;51;0.507108
46;49;51;0.50711
47;49;51;0.50711
48;49;51;0.50711
49;49;51;0.507111
50;49;51;0.50711
51;49;51;0.50711
52;49;51;0.507112
53;49;51;0.507111
54;49;51;0.50711
55;49;51;0.507107
56;49;51;0.507063
57;49;51;0.506682
58;49;51;0.503275
59;49;51;0.481147
60;49;51;0.400822
61;49;51;0.237904
62;49;51;0.0755186
63;49;51;0.0126275
36;50;51;0.0325186
37;50;51;0.145955
38;50;51;0.326609
39;50;51;0.450297
40;50;51;0.496272
41;50;51;0.505739
42;50;51;0.506975
43;50;51;0.507097
44;50;51;0.507107
45;50;51;0.507107
46;50;51;0.50711
47;50;51;0.50711
48;50;51;0.50711
49;50;51;0.50711
50;50;51;0.507111
51;50;51;0.50711
52;50;51;0.507111
53;50;51;0.507111
54;50;51;0.507109
55;50;51;0.507107
56;50;51;0.507064
57;50;51;0.506649
58;50;51;0.50303
59;50;51;0.479982
60;50;51;0.397829
61;50;51;0.233804
62;50;51;0.0732982
63;50;51;0.0121917
36;51;51;0.0275174
37;51;51;0.129337
38;51;51;0.307578
39;51;51;0.440019
40;51;51;0.49312
41;51;51;0.505176
42;51;51;0.506871
43;51;51;0.507092
44;51;51;0.507103
45;51;51;0.507104
46;51;51;0.507109
47;51;51;0.50711
48;51;51;0.50711
49;51;51;0.50711
50;51;51;0.50711
51;51;51;0.507111
52;51;51;0.507112
53;51;51;0.507111
54;51;51;0.507107
55;51;51;0.50711
56;51;51;0.507048
57;51;51;0.506421
58;51;51;0.501646
59;51;51;0.473782
60;51;51;0.382507
61;51;51;0.213911
62;51;51;0.0631496
63;51;51;0.0102575
36;52;51;0.0203107
37;52;51;0.10262
38;52;51;0.271983
39;52;51;0.41854
40;52;51;0.485666
41;52;51;0.503781
42;52;51;0.506659
43;52;51;0.507063
44;52;51;0.507106
45;52;51;0.507105
46;52;51;0.50711
47;52;51;0.507112
48;52;51;0.50711
49;52;51;0.507112
50;52;51;0.507111
51;52;51;0.507112
52;52;51;0.50711
53;52;51;0.507108
54;52;51;0.507109
55;52;51;0.507093
56;52;51;0.506935
57;52;51;0.505879
58;52;51;0.498027
59;52;51;0.460081
60;52;51;0.352857
61;52;51;0.17915
62;52;51;0.0478387
63;52;51;0.00751924
36;53;51;0.0130235
37;53;51;0.0713251
38;53;51;0.219959
39;53;51;0.381078
40;53;51;0.470299
41;53;51;0.499924
42;53;51;0.506041
43;53;51;0.506938
44;53;51;0.507085
45;53;51;0.507107
46;53;51;0.507104
47;53;51;0.50711
48;53;51;0.507109
49;53;51;0.507111
50;53;51;0.507111
51;53;51;0.507111
52;53;51;0.507108
53;53;51;0.507108
54;53;51;0.507102
55;53;51;0.507043
56;53;51;0.506694
57;53;51;0.504224
58;53;51;0.489545
59;53;51;0.434297
60;53;51;0.304687
61;53;51;0.133969
62;53;51;0.0314518
36;54;51;0.00725377
37;54;51;0.0424514
38;54;51;0.156303
39;54;51;0.321873
40;54;51;0.439899
41;54;51;0.489858
42;54;51;0.503897
43;54;51;0.506575
44;54;51;0.506975
45;54;51;0.507083
46;54;51;0.507104
47;54;51;0.507107
48;54;51;0.507107
49;54;51;0.50711
50;54;51;0.507109
51;54;51;0.507107
52;54;51;0.507109
53;54;51;0.507102
54;54;51;0.507057
55;54;51;0.506878
56;54;51;0.50576
57;54;51;0.499249
58;54;51;0.470982
59;54;51;0.388607
60;54;51;0.237256
61;54;51;0.0860899
62;54;51;0.0178113
37;55;51;0.0213867
38;55;51;0.0929731
39;55;51;0.239394
40;55;51;0.383925
41;55;51;0.465715
42;55;51;0.49647
43;55;51;0.504903
44;55;51;0.506658
45;55;51;0.506969
46;55;51;0.507077
47;55;51;0.507107
48;55;51;0.507107
49;55;51;0.507107
50;55;51;0.507107
51;55;51;0.50711
52;55;51;0.507093
53;55;51;0.507043
54;55;51;0.506878
55;55;51;0.506068
56;55;51;0.50202
57;55;51;0.485129
58;55;51;0.431928
59;55;51;0.315889
60;55;51;0.157708
61;55;51;0.0462802
62;55;51;0.00868534
37;56;51;0.00913834
38;56;51;0.0448203
39;56;51;0.146044
40;56;51;0.294556
41;56;51;0.413032
42;56;51;0.47422
43;56;51;0.497475
44;56;51;0.504611
45;56;51;0.50638
46;56;51;0.506852
47;56;51;0.507006
48;56;51;0.507062
49;56;51;0.507063
50;56;51;0.507064
51;56;51;0.507048
52;56;51;0.506935
53;56;51;0.506694
54;56;51;0.50576
55;56;51;0.50202
56;56;51;0.488735
57;56;51;0.449043
58;56;51;0.359319
59;56;51;0.217216
60;56;51;0.0845633
61;56;51;0.0205896
38;57;51;0.0174213
39;57;51;0.0687553
40;57;51;0.18109
41;57;51;0.317421
42;57;51;0.418171
43;57;51;0.471418
44;57;51;0.494072
45;57;51;0.502445
46;57;51;0.505283
47;57;51;0.506228
48;57;51;0.506557
49;57;51;0.506682
50;57;51;0.506649
51;57;51;0.506421
52;57;51;0.505879
53;57;51;0.504224
54;57;51;0.499249
55;57;51;0.485129
56;57;51;0.449043
57;57;51;0.37277
58;57;51;0.248703
59;57;51;0.116435
60;57;51;0.035541
61;57;51;0.00766956
38;58;51;0.00561613
39;58;51;0.0246303
40;58;51;0.0815209
41;58;51;0.188298
42;58;51;0.309601
43;58;51;0.401552
44;58;51;0.455274
45;58;51;0.482349
46;58;51;0.494702
47;58;51;0.500276
48;58;51;0.502546
49;58;51;0.503275
50;58;51;0.50303
51;58;51;0.501646
52;58;51;0.498027
53;58;51;0.489545
54;58;51;0.470982
55;58;51;0.431928
56;58;51;0.359319
57;58;51;0.248703
58;58;51;0.128516
59;58;51;0.0460562
60;58;51;0.0118692
39;59;51;0.00698847
40;59;51;0.0263211
41;59;51;0.0769278
42;59;51;0.166215
43;59;51;0.270154
44;59;51;0.356921
45;59;51;0.414964
46;59;51;0.449541
47;59;51;0.468234
48;59;51;0.47771
49;59;51;0.481147
50;59;51;0.479982
51;59;51;0.473782
52;59;51;0.460081
53;59;51;0.434297
54;59;51;0.388607
55;59;51;0.315889
56;59;51;0.217216
57;59;51;0.116435
58;59;51;0.0460562
59;59;51;0.0137079
40;60;51;0.00648076
41;60;51;0.0213741
42;60;51;0.0571607
43;60;51;0.120047
44;60;51;0.198995
45;60;51;0.274213
46;60;51;0.331814
47;60;51;0.370176
48;60;51;0.391965
49;60;51;0.400822
50;60;51;0.397829
51;60;51;0.382507
52;60;51;0.352857
53;60;51;0.304687
54;60;51;0.237256
55;60;51;0.157708
56;60;51;0.0845633
57;60;51;0.035541
58;60;51;0.0118692
42;61;51;0.012995
43;61;51;0.0319528
44;61;51;0.0652013
45;61;51;0.110247
46;61;51;0.158128
47;61;51;0.198623
48;61;51;0.226066
49;61;51;0.237904
50;61;51;0.233804
51;61;51;0.213911
52;61;51;0.17915
53;61;51;0.133969
54;61;51;0.0860899
55;61;51;0.0462802
56;61;51;0.0205896
57;61;51;0.00766956
43;62;51;0.00581063
44;62;51;0.0127938
45;62;51;0.0243049
46;62;51;0.0396983
47;62;51;0.0560944
48;62;51;0.0692168
49;62;51;0.0755186
50;62;51;0.0732982
51;62;51;0.0631496
52;62;51;0.0478387
53;62;51;0.0314518
54;62;51;0.0178113
55;62;51;0.00868534
46;63;51;0.00614681
47;63;51;0.00896798
48;63;51;0.0113995
49;63;51;0.0126275
50;63;51;0.0121917
51;63;51;0.0102575
52;63;51;0.00751924
45;36;52;0.00730181
46;36;52;0.0122195
47;36;52;0.0177912
48;36;52;0.0225507
49;36;52;0.0249243
50;36;52;0.0240778
51;36;52;0.0203107
52;36;52;0.014924
53;36;52;0.00954057
54;36;52;0.00531467
43;37;52;0.0105804
44;37;52;0.0230024
45;37;52;0.0426253
46;37;52;0.067522
47;37;52;0.0923735
48;37;52;0.111314
49;37;52;0.12019
50;37;52;0.117056
51;37;52;0.10262
52;37;52;0.0799639
53;37;52;0.0543634
54;37;52;0.0316693
55;37;52;0.0157236
56;37;52;0.00668913
41;38;52;0.00753227
42;38;52;0.0215058
43;38;52;0.0509753
44;38;52;0.0985633
45;38;52;0.15701
46;38;52;0.212579
47;38;52;0.256445
48;38;52;0.284323
49;38;52;0.296064
50;38;52;0.292024
51;38;52;0.271983
52;38;52;0.235792
53;38;52;0.184961
54;38;52;0.126441
55;38;52;0.0720796
56;38;52;0.0335112
57;38;52;0.0127864
40;39;52;0.0100547
41;39;52;0.0323145
42;39;52;0.0820429
43;39;52;0.160627
44;39;52;0.248275
45;39;52;0.322526
46;39;52;0.375375
47;39;52;0.408002
48;39;52;0.426307
49;39;52;0.433408
50;39;52;0.430978
51;39;52;0.41854
52;39;52;0.393226
53;39;52;0.350919
54;39;52;0.286941
55;39;52;0.203501
56;39;52;0.117496
57;39;52;0.052421
58;39;52;0.0181602
59;39;52;0.00512103
39;40;52;0.0100547
40;40;52;0.0368526
41;40;52;0.102003
42;40;52;0.20488
43;40;52;0.311075
44;40;52;0.390884
45;40;52;0.440348
46;40;52;0.46755
47;40;52;0.481768
48;40;52;0.488479
49;40;52;0.490901
50;40;52;0.490103
51;40;52;0.485666
52;40;52;0.475733
53;40;52;0.455676
54;40;52;0.41818
55;40;52;0.353964
56;40;52;0.25835
57;40;52;0.148849
58;40;52;0.0627947
59;40;52;0.0194281
38;41;52;0.00753227
39;41;52;0.0323145
40;41;52;0.102003
41;41;52;0.220313
42;41;52;0.340903
43;41;52;0.424074
44;41;52;0.469084
45;41;52;0.490088
46;41;52;0.499166
47;41;52;0.502892
48;41;52;0.504341
49;41;52;0.504803
50;41;52;0.504658
51;41;52;0.503781
52;41;52;0.501375
53;41;52;0.495445
54;41;52;0.481499
55;41;52;0.449773
56;41;52;0.386698
57;41;52;0.282022
58;41;52;0.155435
59;41;52;0.0590234
60;41;52;0.0157223
38;42;52;0.0215058
39;42;52;0.0820429
40;42;52;0.20488
41;42;52;0.340903
42;42;52;0.43357
43;42;52;0.479498
44;42;52;0.497718
45;42;52;0.50394
46;42;52;0.505904
47;42;52;0.506516
48;42;52;0.506751
49;42;52;0.506838
50;42;52;0.506809
51;42;52;0.506659
52;42;52;0.506291
53;42;52;0.505152
54;42;52;0.501587
55;42;52;0.490689
56;42;52;0.460647
57;42;52;0.392616
58;42;52;0.273838
59;42;52;0.135354
60;42;52;0.0431911
61;42;52;0.00952329
37;43;52;0.0105804
38;43;52;0.0509753
39;43;52;0.160627
40;43;52;0.311075
41;43;52;0.424074
42;43;52;0.479498
43;43;52;0.499533
44;43;52;0.505167
45;43;52;0.506567
46;43;52;0.506886
47;43;52;0.507038
48;43;52;0.507073
49;43;52;0.507062
50;43;52;0.507066
51;43;52;0.507063
52;43;52;0.506986
53;43;52;0.506791
54;43;52;0.506092
55;43;52;0.503185
56;43;52;0.492102
57;43;52;0.457071
58;43;52;0.373632
59;43;52;0.233994
60;43;52;0.0947456
61;43;52;0.0236728
37;44;52;0.0230024
38;44;52;0.0985633
39;44;52;0.248275
40;44;52;0.390884
41;44;52;0.469084
42;44;52;0.497718
43;44;52;0.505167
44;44;52;0.506702
45;44;52;0.507
46;44;52;0.507079
47;44;52;0.507107
48;44;52;0.507106
49;44;52;0.50711
50;44;52;0.507107
51;44;52;0.507106
52;44;52;0.507095
53;44;52;0.507044
54;44;52;0.506906
55;44;52;0.506223
56;44;52;0.502652
57;44;52;0.487248
58;44;52;0.437033
59;44;52;0.324188
60;44;52;0.165462
61;44;52;0.049451
62;44;52;0.00937154
36;45;52;0.00730181
37;45;52;0.0426253
38;45;52;0.15701
39;45;52;0.322526
40;45;52;0.440348
41;45;52;0.490088
42;45;52;0.50394
43;45;52;0.506567
44;45;52;0.507
45;45;52;0.50708
46;45;52;0.507103
47;45;52;0.507104
48;45;52;0.507104
49;45;52;0.507107
50;45;52;0.507107
51;45;52;0.507105
52;45;52;0.507102
53;45;52;0.507105
54;45;52;0.507052
55;45;52;0.506868
56;45;52;0.505782
57;45;52;0.499347
58;45;52;0.471237
59;45;52;0.389223
60;45;52;0.23787
61;45;52;0.0864525
62;45;52;0.0179052
36;46;52;0.0122195
37;46;52;0.067522
38;46;52;0.212579
39;46;52;0.375375
40;46;52;0.46755
41;46;52;0.499166
42;46;52;0.505904
43;46;52;0.506886
44;46;52;0.507079
45;46;52;0.507103
46;46;52;0.507101
47;46;52;0.507107
48;46;52;0.507108
49;46;52;0.507105
50;46;52;0.507107
51;46;52;0.50711
52;46;52;0.507104
53;46;52;0.507102
54;46;52;0.507107
55;46;52;0.507032
56;46;52;0.506615
57;46;52;0.503924
58;46;52;0.488035
59;46;52;0.429841
60;46;52;0.297578
61;46;52;0.127963
62;46;52;0.0295501
