time;PosX;PosY;v_x;v_y;Re;alpha;a
26070;307.507;1357.34;0.0242531;0.0464743;104.645;0.501591833498626;21.705562260007916
26080;307.749;1357.81;0.0242091;0.0465269;104.763;0.5003093524450524;21.696403263920033
26090;307.993;1358.27;0.0241768;0.0465394;104.791;0.4987787659170459;21.68603414129916
26100;308.234;1358.74;0.0241272;0.0465897;104.904;0.49726801037593815;21.677492380655693
26110;308.475;1359.21;0.0240692;0.0466041;104.937;0.49596281332733044;21.668928627746883
26120;308.715;1359.68;0.0240172;0.0466505;105.041;0.49431983923243733;21.659138775923665
26130;308.957;1360.14;0.0239719;0.0466688;105.083;0.49264490025369695;21.65043252579118
26140;309.196;1360.61;0.023915;0.0467122;105.18;0.4909910503357765;21.64489757611774
26150;309.434;1361.08;0.0238426;0.0467315;105.224;0.48935216670274995;21.635175395857118
26160;309.672;1361.54;0.0237868;0.0467824;105.338;0.48750180304349705;21.624990467791893
26170;309.912;1362.01;0.0237368;0.0468137;105.409;0.4857156310384067;21.617788240677818
26180;310.149;1362.48;0.0236802;0.046842;105.473;0.4837197632076159;21.609994544224065
26190;310.384;1362.95;0.0235837;0.0468843;105.568;0.4820974874749042;21.602787157135985
26200;310.619;1363.42;0.023525;0.0469418;105.697;0.48001541291580163;21.594398148195474
26210;310.856;1363.89;0.0234669;0.0469857;105.796;0.47803937935149243;21.586721202159115
26220;311.09;1364.36;0.0233906;0.0470179;105.869;0.47595248964938996;21.578925070344887
26230;311.323;1364.83;0.0233062;0.0470648;105.974;0.47405276486843884;21.57224678470085
26240;311.556;1365.3;0.023229;0.0471197;106.098;0.4718556772665477;21.565914436893436
26250;311.788;1365.77;0.0231488;0.0471474;106.16;0.4695804172069026;21.55858457170571
26260;312.02;1366.25;0.0230713;0.0472028;106.285;0.46746747952667683;21.552922886537225
26270;312.251;1366.72;0.0229891;0.0472379;106.364;0.4651266666600794;21.545630777405854
26280;312.479;1367.19;0.0228871;0.0473042;106.513;0.46292057515629187;21.537608321988557
26290;312.708;1367.67;0.0228027;0.0473461;106.608;0.4605001683841087;21.53272964589527
26300;312.937;1368.14;0.022718;0.0474035;106.737;0.4582333169178546;21.527995193176082
26310;313.164;1368.61;0.0226163;0.0474409;106.821;0.4558430069478408;21.520494888188402
26320;313.389;1369.09;0.0225189;0.0474985;106.951;0.4533507800447434;21.514213482744896
26330;313.614;1369.57;0.0224221;0.047547;107.06;0.4508482815911858;21.50927406710862
26340;313.837;1370.04;0.022311;0.0475818;107.138;0.44822317614096774;21.50364950513609
26350;314.06;1370.52;0.0222074;0.0476336;107.255;0.4457114756241251;21.498451339382257
26360;314.283;1370.99;0.0221171;0.0476862;107.373;0.44301622236633414;21.494582203690577
26370;314.503;1371.47;0.0219923;0.0477285;107.469;0.44041290768996266;21.48977885882843
26380;314.722;1371.95;0.021881;0.0477644;107.55;0.4376339496153593;21.486622946958
26390;314.941;1372.43;0.0217755;0.0478329;107.704;0.4350624563553639;21.480508857065225
26400;315.159;1372.91;0.0216626;0.0478751;107.799;0.4320719347798074;21.474460141570987
26410;315.374;1373.39;0.0215399;0.0479338;107.931;0.42938263447782665;21.46998427561225
26420;315.589;1373.87;0.0214199;0.0479745;108.023;0.42646143032143957;21.468627494037175
26430;315.803;1374.35;0.0212949;0.0480195;108.124;0.42356277455262537;21.46389737162033
26440;316.016;1374.83;0.0211797;0.0480775;108.254;0.42058044987520604;21.459784836792533
26450;316.227;1375.31;0.0210513;0.0481287;108.37;0.41768354069723573;21.456552988417346
26460;316.437;1375.79;0.0209226;0.0481837;108.494;0.41465955287712775;21.451384360864218
26470;316.647;1376.27;0.0207906;0.0482195;108.574;0.4115203162623427;21.450760641155753
26480;316.853;1376.76;0.0206573;0.048292;108.738;0.40849985011411694;21.447178673798845
26490;317.059;1377.24;0.0205155;0.0483262;108.815;0.4052598841681994;21.444125859092047
26500;317.263;1377.72;0.0203658;0.0483959;108.972;0.40229740860533647;21.44082530367527
26510;317.468;1378.21;0.0202426;0.0484484;109.09;0.39910165439011525;21.439918507944753
26520;317.669;1378.69;0.0200991;0.0485015;109.209;0.3957419925718976;21.437195953210228
26530;317.869;1379.18;0.0199482;0.0485594;109.34;0.3925374945470408;21.43559015292202
26540;318.066;1379.67;0.0197823;0.0486149;109.464;0.38933399288647713;21.433090036607204
26550;318.264;1380.15;0.0196357;0.0486616;109.57;0.3859579155590063;21.431098514978018
26560;318.462;1380.64;0.0195065;0.048717;109.694;0.38243726224568664;21.429535784861756
26570;318.656;1381.13;0.0193483;0.048785;109.848;0.37918003894004126;21.427597001725278
26580;318.848;1381.62;0.0191828;0.0488346;109.959;0.3756946880470903;21.426904240879395
26590;319.039;1382.11;0.0190251;0.048898;110.102;0.3722906184201071;21.425202381338245
26600;319.229;1382.59;0.0188682;0.0489456;110.209;0.3686327737334111;21.424609012712565
26610;319.417;1383.09;0.0187032;0.0490095;110.353;0.3651777267301336;21.423090700998827
26620;319.603;1383.58;0.0185421;0.0490679;110.484;0.36164997534962856;21.42304030882729
26630;319.789;1384.07;0.0183818;0.0491263;110.616;0.35802286372388015;21.42041971241462
26640;319.971;1384.56;0.0182101;0.0491809;110.739;0.35434007173355964;21.42161941138785
26650;320.153;1385.05;0.018033;0.0492245;110.837;0.35073784750952297;21.42312141002729
26660;320.332;1385.54;0.0178569;0.0492727;110.946;0.34702003337357346;21.422935022551094
26670;320.511;1386.04;0.0176961;0.0493179;111.047;0.3431360667362334;21.421579517120016
26680;320.686;1386.53;0.0175148;0.0493974;111.226;0.33940554739463913;21.421887592328694
26690;320.86;1387.03;0.0173277;0.0494298;111.299;0.3356578476591201;21.420994309566076
26700;321.033;1387.52;0.0171537;0.0494953;111.447;0.33190689731565043;21.422058725855585
26710;321.204;1388.02;0.0169712;0.0495303;111.526;0.32798068392061186;21.423505674408318
26720;321.373;1388.51;0.0167892;0.0495944;111.67;0.3240127659204706;21.42460237036194
26730;321.54;1389.01;0.0166011;0.0496407;111.774;0.320185505044574;21.423181812276873
26740;321.704;1389.51;0.0164105;0.0496903;111.886;0.31613572091141934;21.423009978214296
26750;321.867;1390;0.0162077;0.0497362;111.989;0.31226790989148606;21.424478258561333
26760;322.029;1390.5;0.0160238;0.0497863;112.102;0.30822370981267144;21.426427401765793
26770;322.189;1391;0.0158357;0.0498482;112.242;0.30425427915126946;21.425103547764287
26780;322.347;1391.5;0.0156463;0.0498859;112.326;0.3000266666451279;21.4284600700032
26790;322.501;1392;0.0154405;0.0499448;112.459;0.2959543418386712;21.4281072273816
26800;322.656;1392.5;0.0152457;0.0499828;112.544;0.2918248420959614;21.430384896780893
26810;322.805;1393;0.0150277;0.0500328;112.657;0.2877716780650954;21.431010970275523
26820;322.956;1393.5;0.0148382;0.050085;112.775;0.2834667691474756;21.432417910760524
26830;323.105;1394;0.0146453;0.0501441;112.908;0.2792468940653742;21.434166038062894
26840;323.25;1394.5;0.0144414;0.0501859;113.002;0.27501782254114765;21.434428926550396
26850;323.393;1395.01;0.0142319;0.0502404;113.125;0.270830730501162;21.436596276270087
26860;323.533;1395.51;0.0140191;0.0502894;113.235;0.2664441385550138;21.436519989186458
26870;323.673;1396.01;0.0138202;0.0503298;113.326;0.26206615769583197;21.439151900701567
26880;323.81;1396.52;0.0136051;0.0503828;113.445;0.2578170917003201;21.44085343997611
26890;323.945;1397.02;0.0133999;0.0504157;113.519;0.2532834656481122;21.444883157140644
26900;324.079;1397.53;0.0131995;0.0504736;113.65;0.249002624541657;21.445347476422143
26910;324.21;1398.03;0.0129825;0.0505108;113.733;0.2443390755498513;21.449457017900734
26920;324.338;1398.54;0.0127616;0.0505601;113.845;0.24014629450753655;21.447845647012507
26930;324.465;1399.04;0.0125532;0.0506021;113.939;0.2353782964776705;21.451510833006417
26940;324.589;1399.55;0.0123291;0.050648;114.042;0.23118639656347983;21.451480628355032
26950;324.712;1400.06;0.0121171;0.0506835;114.122;0.22644373098401988;21.455848444105868
26960;324.832;1400.56;0.0118958;0.0507268;114.22;0.22197469879275852;21.455932980592046
26970;324.95;1401.07;0.0116744;0.0507628;114.301;0.21738840606492393;21.460750791498874
26980;325.065;1401.58;0.01145;0.0508043;114.394;0.21278768815836094;21.46165088284456
26990;325.178;1402.09;0.0112168;0.0508471;114.491;0.20817283622811542;21.463459606331547
27000;325.29;1402.6;0.0109961;0.0508915;114.591;0.20355027900288392;21.465569988551344
27010;325.399;1403.11;0.010764;0.0509218;114.659;0.1988821554945107;21.468058254831746
27020;325.504;1403.62;0.0105281;0.0509598;114.745;0.19422049871746783;21.47022913275233
27030;325.609;1404.13;0.0102999;0.0509901;114.813;0.18952150469494658;21.47318395315321
27040;325.713;1404.64;0.0100867;0.0510307;114.904;0.18464854423345806;21.475963860633
27050;325.812;1405.15;0.00985015;0.0510621;114.975;0.17991383524824006;21.476695039718336
27060;325.909;1405.66;0.00961281;0.051089;115.035;0.1751195951306488;21.48105779362636
27070;326.004;1406.17;0.00938407;0.0511299;115.128;0.1704369842459736;21.480718089757936
27080;326.097;1406.68;0.0091531;0.0511602;115.196;0.16545010579327357;21.485750592470936
27090;326.186;1407.2;0.00891196;0.0512025;115.291;0.16078438953273094;21.484572439217235
27100;326.274;1407.71;0.00867761;0.0512192;115.329;0.1557763919114411;21.4900695555781
27110;326.359;1408.22;0.00843814;0.0512522;115.403;0.15098599956178776;21.489567634633296
27120;326.443;1408.74;0.00820999;0.0512753;115.455;0.1459253002808228;21.495950508144013
27130;326.523;1409.25;0.00797661;0.0513133;115.54;0.14106829984830116;21.49519585164863
27140;326.603;1409.76;0.00774333;0.0513331;115.585;0.13613257295705367;21.501003731133004
27150;326.678;1410.28;0.00750601;0.0513561;115.637;0.1311836453640363;21.499328466492692
27160;326.753;1410.79;0.00727437;0.0513724;115.674;0.12621719516842755;21.50470251042292
27170;326.824;1411.3;0.00703981;0.051409;115.756;0.1212177187840991;21.504144032861362
27180;326.894;1411.82;0.0067969;0.0514291;115.801;0.1162596020544176;21.50775903097947
27190;326.96;1412.33;0.00656282;0.0514571;115.864;0.11124638565170296;21.508809920777477
27200;327.026;1412.85;0.00632994;0.0514776;115.91;0.10615313794767343;21.512148371179983
27210;327.088;1413.36;0.00609117;0.0515077;115.978;0.10110529652526565;21.514987589263477
27220;327.147;1413.88;0.00585116;0.0515158;115.996;0.0960988445184555;21.516651469919772
27230;327.204;1414.4;0.00561122;0.0515378;116.046;0.0909159205909738;21.519849059948136
27240;327.259;1414.91;0.00536786;0.051562;116.1;0.08583666461926434;21.520213590522445
27250;327.311;1415.43;0.0051286;0.0515686;116.115;0.0806300804815746;21.5252505408506
27260;327.361;1415.94;0.00488147;0.0515978;116.181;0.07558159802039349;21.526204740445316
27270;327.409;1416.46;0.00464021;0.051592;116.168;0.07041101021419537;21.532743011080395
27280;327.454;1416.98;0.00440143;0.051617;116.224;0.06531723925255342;21.531455194610597
27290;327.497;1417.49;0.00415755;0.0516151;116.22;0.06010456829794639;21.539098244785663
27300;327.537;1418.01;0.00391789;0.0516385;116.273;0.05501854267216366;21.535823748546473
27310;327.575;1418.53;0.00367743;0.0516328;116.26;0.04971511409147472;21.54592068290156
27320;327.611;1419.04;0.00343657;0.0516636;116.329;0.044581067636447244;21.5426874054251
27330;327.643;1419.56;0.00318122;0.0516575;116.315;0.039415903218998585;21.55007741751404
27340;327.674;1420.08;0.00294519;0.051678;116.362;0.03419430640334224;21.548672936865216
27350;327.703;1420.6;0.00270595;0.0516727;116.35;0.02889002180644406;21.557754331362375
27360;327.728;1421.11;0.00245356;0.0516971;116.405;0.023852494288982583;21.552717902645423
27370;327.751;1421.63;0.00221359;0.0516728;116.35;0.018466314316297583;21.562416393910233
27380;327.772;1422.15;0.00197132;0.0517083;116.43;0.01328448158932835;21.55823275971451
27390;327.791;1422.66;0.00172731;0.0516802;116.366;0.008024099307502659;21.56696887000387
27400;327.806;1423.18;0.00147871;0.0517065;116.426;0.0027711946911122224;21.566414818781737
27410;327.82;1423.7;0.00123527;0.0516859;116.379;-0.0024608030570354737;21.572957723990687
27420;327.831;1424.22;993113e-9;0.0517062;116.425;-0.007708836063238002;21.572152779693774
27430;327.839;1424.73;745631e-9;0.0516935;116.397;-0.012971718683401842;21.578569371618038
27440;327.846;1425.25;504715e-9;0.0517046;116.422;-0.018255183132426002;21.577664937594108
27450;327.851;1425.77;268896e-9;0.0516844;116.376;-0.02346795014869112;21.585465059826852
27460;327.851;1426.29;222106e-10;0.0516897;116.388;-0.028734634055020712;21.58412664094163
27470;327.85;1426.8;-227628e-9;0.0516639;116.33;-0.033966573840374846;21.592721842103224
27480;327.847;1427.32;-458936e-9;0.0516844;116.376;-0.03941571403987565;21.591895314282006
27490;327.84;1427.84;-710861e-9;0.0516554;116.311;-0.044593410045128457;21.59860203100979
27500;327.832;1428.36;-946693e-9;0.0516687;116.341;-0.049933459534268726;21.5983909085221
27510;327.821;1428.87;-0.00119183;0.051647;116.292;-0.05515331241310096;21.603925542462644
27520;327.808;1429.39;-0.00143333;0.0516489;116.296;-0.06034764819430588;21.60578893163906
27530;327.792;1429.91;-0.00167549;0.0516298;116.253;-0.06567472794377613;21.609918902379434
27540;327.774;1430.42;-0.00191765;0.0516355;116.266;-0.07089130097113334;21.612730488593755
27550;327.755;1430.94;-0.00214313;0.0516044;116.196;-0.07617787898291342;21.617643838307206
27560;327.731;1431.46;-0.00239744;0.0515958;116.177;-0.08142203202562193;21.620680088306248
27570;327.706;1431.97;-0.00263827;0.0515875;116.158;-0.08664897520614323;21.624081167346013
27580;327.678;1432.49;-0.00288224;0.0515588;116.093;-0.09179426344113706;21.629580970979685
27590;327.648;1433;-0.00312086;0.0515479;116.069;-0.09710643260428453;21.631766492101136
27600;327.615;1433.52;-0.00336327;0.0515182;116.002;-0.10229923962632868;21.63742287370331
27610;327.581;1434.04;-0.00359951;0.0515138;115.992;-0.1075770743824959;21.639092328598423
27620;327.543;1434.55;-0.00384304;0.0514811;115.918;-0.11267909386930577;21.647124313699667
27630;327.503;1435.07;-0.00408637;0.0514586;115.867;-0.11793652107741971;21.649197167155144
27640;327.46;1435.58;-0.00432643;0.0514297;115.803;-0.1230348278329319;21.65695526082613
27650;327.416;1436.1;-0.0045661;0.0514178;115.776;-0.12825908493122873;21.658621094753286
27660;327.369;1436.61;-0.00480615;0.0513772;115.684;-0.13328494767075172;21.66579546137231
27670;327.319;1437.12;-0.00504765;0.0513703;115.669;-0.13853721194619195;21.66722451421051
27680;327.268;1437.64;-0.00527875;0.0513326;115.584;-0.143683329258377;21.67401478217532
27690;327.214;1438.15;-0.00552079;0.0513115;115.536;-0.14876862866631294;21.676891294856482
27700;327.158;1438.66;-0.00575461;0.0512837;115.474;-0.1539705878319081;21.682917143660255
27710;327.098;1439.18;-0.00600803;0.0512508;115.4;-0.15893780180242228;21.68740275989941
27720;327.038;1439.69;-0.00623049;0.0512286;115.35;-0.16406183636381744;21.691776444276947
27730;326.973;1440.2;-0.00648122;0.0511796;115.239;-0.16906626178087034;21.697007422121693
27740;326.907;1440.71;-0.00671299;0.0511543;115.182;-0.1741674605468625;21.70219128838296
27750;326.839;1441.23;-0.00695139;0.0511092;115.081;-0.17910592172950696;21.70674638884372
27760;326.769;1441.74;-0.00717871;0.0510926;115.043;-0.18428362088777628;21.71190101609959
27770;326.696;1442.25;-0.00741671;0.0510449;114.936;-0.18919573035191883;21.71724500287728
27780;326.62;1442.76;-0.00764514;0.0510057;114.848;-0.1942443825111112;21.72355520321599
27790;326.541;1443.27;-0.00789645;0.0509638;114.753;-0.19908505626386414;21.728416962854297
27800;326.462;1443.78;-0.00811205;0.0509199;114.655;-0.20406433690818154;21.735130013994283
27810;326.379;1444.29;-0.00835565;0.0508868;114.58;-0.20899079940694995;21.73809132195141
27820;326.294;1444.8;-0.00857751;0.0508365;114.467;-0.21380720990658245;21.746331691507983
27830;326.206;1445.31;-0.0088246;0.0508042;114.394;-0.21877531597198643;21.74885407126293
27840;326.117;1445.81;-0.00903556;0.0507432;114.257;-0.22356919550114498;21.757047080349395
27850;326.026;1446.32;-0.00927034;0.0507118;114.186;-0.22844931737471508;21.761173696593104
27860;325.932;1446.83;-0.00949019;0.0506557;114.06;-0.23318909775396623;21.768445926116677
27870;325.836;1447.34;-0.00971812;0.0506214;113.982;-0.23802848469839558;21.772691097677203
27880;325.737;1447.84;-0.00994093;0.0505694;113.865;-0.24287183677197172;21.77990100047797
27890;325.637;1448.35;-0.0101639;0.0505223;113.759;-0.24750344710970618;21.785148186869826
27900;325.534;1448.85;-0.0103912;0.0504695;113.64;-0.25223345747608034;21.79102501586452
27910;325.428;1449.36;-0.01062;0.0504114;113.51;-0.25685487642745397;21.79790778676894
27920;325.32;1449.86;-0.0108386;0.0503589;113.391;-0.2615884899570053;21.801953364763623
27930;325.211;1450.37;-0.0110618;0.0502973;113.253;-0.2660887471850977;21.810865944042657
27940;325.099;1450.87;-0.01129;0.0502583;113.165;-0.2708138167646955;21.815233233657516
27950;324.986;1451.37;-0.011501;0.0501892;113.009;-0.27535453234881424;21.824096978216854
27960;324.868;1451.87;-0.0117252;0.0501417;112.902;-0.2800090880939166;21.827464822701955
27970;324.75;1452.38;-0.0119512;0.0500877;112.781;-0.28446004234090766;21.83543595096397
27980;324.63;1452.88;-0.0121562;0.0500231;112.635;-0.289048965683085;21.83779483749106
27990;324.507;1453.38;-0.0123773;0.0499652;112.505;-0.2934841961363396;21.846111615953813
28000;324.38;1453.88;-0.0126092;0.0498985;112.355;-0.2979391164152951;21.85297164744818
28010;324.253;1454.38;-0.0128207;0.0498374;112.217;-0.3023360440889319;21.858914966647134
28020;324.123;1454.87;-0.0130373;0.0497613;112.046;-0.3067100479854894;21.86681258694756
28030;323.992;1455.37;-0.0132444;0.0497099;111.93;-0.31112388049468076;21.871701274983504
28040;323.859;1455.87;-0.0134453;0.0496359;111.763;-0.31546426343558487;21.877276722585787
28050;323.724;1456.37;-0.013654;0.0495891;111.658;-0.31976427897911197;21.882651039883424
28060;323.586;1456.86;-0.0138502;0.0495149;111.491;-0.32417076163957204;21.888466236649037
28070;323.446;1457.36;-0.014054;0.0494518;111.349;-0.32836274093561;21.895472103015102
28080;323.305;1457.85;-0.0142609;0.0493788;111.185;-0.33260800259425005;21.90376706710793
28090;323.16;1458.34;-0.0144573;0.0493024;111.012;-0.3368152144743766;21.910395324732875
28100;323.015;1458.84;-0.0146584;0.049247;110.888;-0.3409405713115423;21.915538814387773
28110;322.867;1459.33;-0.0148504;0.0491678;110.709;-0.34507703733533324;21.921704421351542
28120;322.718;1459.82;-0.015045;0.049109;110.577;-0.349128019994696;21.92935731588939
28130;322.567;1460.31;-0.0152266;0.0490223;110.382;-0.3533118453974324;21.93437745438789
28140;322.413;1460.8;-0.0154314;0.0489673;110.258;-0.35731807448794856;21.941678200583702
28150;322.256;1461.29;-0.0156179;0.0488699;110.039;-0.36139408972458;21.94914369551413
28160;322.099;1461.78;-0.0158145;0.0488141;109.913;-0.36541855874596607;21.955113095102675
28170;321.939;1462.27;-0.0160028;0.048734;109.733;-0.3692908886833391;21.95820561509572
28180;321.779;1462.76;-0.0161841;0.0486618;109.57;-0.37316353977072325;21.96556827133159
28190;321.615;1463.24;-0.0163741;0.048589;109.406;-0.3771642099922359;21.971176749009565
28200;321.452;1463.73;-0.0165479;0.0485269;109.266;-0.38107559170704697;21.976389048986093
28210;321.285;1464.21;-0.0167384;0.0484407;109.072;-0.3848070111079049;21.98399820767878
28220;321.115;1464.7;-0.0169225;0.048357;108.884;-0.3885632592742507;21.98947928164076
28230;320.946;1465.18;-0.0171011;0.0482967;108.748;-0.3922740386436433;21.995224680031104
28240;320.774;1465.66;-0.0172743;0.048203;108.537;-0.3960373317267659;22.001755325878467
28250;320.601;1466.15;-0.0174464;0.0481395;108.394;-0.399680029083283;22.00650801238342
28260;320.423;1466.63;-0.0176388;0.0480519;108.197;-0.40340782981128465;22.012289906341103
28270;320.247;1467.11;-0.0177949;0.0479758;108.026;-0.40704332891077655;22.019120977769855
28280;320.067;1467.59;-0.0179742;0.0478851;107.821;-0.41055854836377;22.023066161894427
28290;319.886;1468.07;-0.0181515;0.0478349;107.708;-0.41421444292527976;22.027933803861323
28300;319.703;1468.54;-0.0183116;0.0477333;107.48;-0.41763212453386467;22.032262397571905
28310;319.52;1469.02;-0.0184756;0.0476722;107.342;-0.4211396781027946;22.035798640385856
28320;319.335;1469.5;-0.0186303;0.0475961;107.171;-0.4246424974974117;22.040712542398467
28330;319.147;1469.98;-0.0187988;0.0475225;107.005;-0.42808384708081637;22.046645854817825
28340;318.958;1470.45;-0.0189649;0.0474393;106.817;-0.43123338065304834;22.05256079568492
28350;318.766;1470.92;-0.0191292;0.0473678;106.657;-0.4347917651152817;22.05400201924158
28360;318.575;1471.4;-0.0192823;0.047298;106.499;-0.4380357082420445;22.059379188586618
28370;318.382;1471.87;-0.0194173;0.0472126;106.307;-0.441429513818547;22.0627950282056
28380;318.186;1472.34;-0.0195845;0.0471445;106.154;-0.44452289464046507;22.0645701583189
28390;317.988;1472.81;-0.019745;0.047068;105.981;-0.4478010793262801;22.070862811476083
28400;317.791;1473.28;-0.0198803;0.0469785;105.78;-0.450995090473059;22.075653964449454
28410;317.591;1473.75;-0.0200282;0.0469096;105.625;-0.45397946968145203;22.078208052566758
28420;317.39;1474.22;-0.0201655;0.0468319;105.45;-0.45727000601116585;22.08083710424954
28430;317.188;1474.69;-0.0203119;0.0467733;105.318;-0.46011891792641485;22.081970647548886
28440;316.982;1475.16;-0.0204657;0.0466823;105.113;-0.46321636442753333;22.086042162106136
28450;316.777;1475.63;-0.0205997;0.04661;104.95;-0.46619328573899743;22.08802353673333
28460;316.57;1476.09;-0.0207383;0.046541;104.795;-0.4691825290596633;22.09286876260431
28470;316.362;1476.56;-0.0208681;0.0464689;104.633;-0.47207945372418847;22.09430397923475
28480;316.153;1477.02;-0.0210016;0.0463936;104.463;-0.4749207199794572;22.095162740855894
28490;315.941;1477.49;-0.0211472;0.0463218;104.301;-0.4777385098784557;22.097286376304222
28500;315.731;1477.95;-0.021261;0.0462425;104.123;-0.4804839600338766;22.099266281021407
28510;315.516;1478.41;-0.0213918;0.0461683;103.956;-0.48327449731896854;22.09978244518893
28520;315.301;1478.87;-0.0215272;0.0461121;103.829;-0.48598533589864984;22.099500872048228
28530;315.085;1479.33;-0.0216414;0.0460251;103.633;-0.48867995536489056;22.101441709122092
28540;314.868;1479.79;-0.0217727;0.0459556;103.477;-0.4911728213615411;22.10439428785353
28550;314.649;1480.25;-0.0218841;0.0458793;103.305;-0.4938857697096535;22.10644007628449
28560;314.429;1480.71;-0.0220123;0.0458203;103.172;-0.49647326316854834;22.103710211683758
28570;314.209;1481.17;-0.0221307;0.045759;103.034;-0.49884968707413735;22.101913939309362
28580;313.987;1481.63;-0.0222313;0.0456835;102.864;-0.5014769359690385;22.103562302458265
28590;313.763;1482.09;-0.0223617;0.0456283;102.74;-0.5036835036778411;22.10436888060494
28600;313.538;1482.54;-0.0224735;0.045547;102.557;-0.5061254952317757;22.102492931662965
28610;313.313;1483;-0.0225789;0.0454856;102.418;-0.5085081171292467;22.103423164701994
28620;313.087;1483.45;-0.0226828;0.0454262;102.285;-0.5108246914018508;22.10155417264199
28630;312.859;1483.91;-0.022795;0.0453702;102.159;-0.5131264625066508;22.09886508260091
28640;312.63;1484.36;-0.022905;0.0453037;102.009;-0.5152965758691067;22.096529662997163
28650;312.4;1484.81;-0.0230043;0.0452396;101.864;-0.5174462955193785;22.096840540454128
28660;312.171;1485.27;-0.0231009;0.0451884;101.749;-0.5195389275742309;22.094868710516927
28670;311.938;1485.72;-0.0231989;0.0451276;101.612;-0.5217340155867447;22.091294684866888
28680;311.704;1486.17;-0.0233156;0.0450615;101.463;-0.5235667565017178;22.08891724213399
28690;311.472;1486.62;-0.0234015;0.0450149;101.359;-0.5258443028298665;22.087767960935068
28700;311.237;1487.07;-0.0235015;0.0449585;101.231;-0.5276530177508885;22.0823201533098
28710;311.002;1487.52;-0.0235851;0.0449142;101.132;-0.5295989615352803;22.07874455453108
28720;310.764;1487.97;-0.023674;0.0448457;100.978;-0.53157360823499;22.07696512797819
28730;310.528;1488.42;-0.0237662;0.0448094;100.896;-0.5332164740270534;22.07201677243829
28740;310.288;1488.86;-0.0238618;0.0447474;100.756;-0.5350083670627821;22.066770251281575
28750;310.049;1489.31;-0.023939;0.044705;100.661;-0.5369236781072118;22.06210676335874
28760;309.81;1489.76;-0.0240165;0.0446604;100.56;-0.5385840146052768;22.058881753168016
28770;309.568;1490.2;-0.0241084;0.0446112;100.449;-0.5401187883548899;22.054183411203844
28780;309.328;1490.65;-0.0241773;0.0445642;100.344;-0.5418126244465902;22.05067757302328
28790;309.083;1491.1;-0.0242674;0.044527;100.26;-0.5434413602929438;22.043687335878396
28800;308.842;1491.54;-0.0243335;0.0444873;100.171;-0.5448262245824722;22.036400419569368
28810;308.598;1491.99;-0.0243972;0.044427;100.035;-0.5463676633008855;22.03297740426423
28820;308.353;1492.43;-0.0244858;0.0444012;99.9768;-0.5476576755753354;22.02731111975832
28830;308.106;1492.88;-0.024564;0.0443559;99.8746;-0.5490189831463962;22.020051707679016
28840;307.862;1493.32;-0.0246083;0.0443194;99.7926;-0.5504859327356737;22.0144713811052
28850;307.614;1493.76;-0.0246945;0.0442726;99.687;-0.5515504541310772;22.00870954960534
28860;307.366;1494.21;-0.0247605;0.0442455;99.626;-0.5529117667062948;22.001186389024102
28870;307.119;1494.65;-0.0248162;0.0442076;99.5407;-0.5540988170641528;21.993358108884784
28880;306.871;1495.09;-0.0248753;0.0441848;99.4895;-0.5553352070795007;21.986137602357356
28890;306.621;1495.53;-0.024948;0.0441555;99.4235;-0.5562303529943622;21.978616461879547
28900;306.371;1495.97;-0.0249996;0.0441114;99.3242;-0.5574340473882778;21.970686353758204
28910;306.12;1496.41;-0.025068;0.0440864;99.2678;-0.558295562523684;21.962637897389413
28920;305.869;1496.86;-0.0251148;0.044062;99.2129;-0.5593474624016741;21.956005765674156
28930;305.618;1497.3;-0.0251637;0.0440315;99.1443;-0.5602041434156835;21.947779383060375
28940;305.364;1497.74;-0.0252387;0.0440073;99.0898;-0.5609437959470803;21.939980307391473
28950;305.111;1498.18;-0.0252844;0.0439821;99.0331;-0.5618227891419181;21.931477925285606
28960;304.86;1498.62;-0.0253242;0.0439504;98.9616;-0.5624177624759816;21.92181656162674
28970;304.605;1499.06;-0.0253733;0.0439298;98.9153;-0.5632544549174086;21.91328281557294
28980;304.35;1499.5;-0.0254324;0.0439127;98.8766;-0.5637158985999617;21.90432387198026
28990;304.096;1499.94;-0.0254628;0.0438924;98.8309;-0.5645755196906821;21.895634902717635
29000;303.842;1500.38;-0.025506;0.0438826;98.8091;-0.5650222907061814;21.884590832852314
29010;303.586;1500.81;-0.0255447;0.0438602;98.7585;-0.5655044259875448;21.875373993503175
29020;303.329;1501.25;-0.025594;0.0438437;98.7214;-0.5659891734856987;21.86752489655577
29030;303.074;1501.69;-0.02562;0.0438302;98.6911;-0.5663114340706301;21.858457092158815
29040;302.817;1502.13;-0.0256573;0.0438204;98.669;-0.5666726353344391;21.847071462427188
29050;302.56;1502.57;-0.0257002;0.0438145;98.6556;-0.5668149100583594;21.8370393491385
29060;302.303;1503.01;-0.0257145;0.0437908;98.6023;-0.5672143486584156;21.82797511688387
29070;302.045;1503.45;-0.025754;0.0437815;98.5812;-0.5672539985243648;21.816857744648285
29080;301.787;1503.88;-0.0257795;0.0437854;98.59;-0.5675205218470105;21.807467919721
29090;301.529;1504.32;-0.0258022;0.0437727;98.5616;-0.5676041376056038;21.796601402554437
29100;301.271;1504.76;-0.0258275;0.0437742;98.5648;-0.5675440009669425;21.787155179116727
